Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Nova Scotia,2021-07-31,Other,70–79,0
Nova Scotia,2021-07-31,Other,80+,0
New Brunswick,2021-07-31,f,0–4,0
New Brunswick,2021-07-31,f,12–17,17450
New Brunswick,2021-07-31,f,18–29,37405
New Brunswick,2021-07-31,f,30–39,34453
New Brunswick,2021-07-31,f,40–49,41526
New Brunswick,2021-07-31,f,50–59,50669
New Brunswick,2021-07-31,f,60–69,54809
New Brunswick,2021-07-31,f,70–79,38352
New Brunswick,2021-07-31,f,80+,21297
New Brunswick,2021-07-31,m,0–4,0
New Brunswick,2021-07-31,m,12–17,17214
New Brunswick,2021-07-31,m,18–29,35511
New Brunswick,2021-07-31,m,30–39,30766
New Brunswick,2021-07-31,m,40–49,36669
New Brunswick,2021-07-31,m,50–59,47115
New Brunswick,2021-07-31,m,60–69,51422
New Brunswick,2021-07-31,m,70–79,35589
New Brunswick,2021-07-31,m,80+,14649
New Brunswick,2021-07-31,Other,0–4,0
New Brunswick,2021-07-31,Other,12–17,0
New Brunswick,2021-07-31,Other,18–29,0
New Brunswick,2021-07-31,Other,30–39,0
New Brunswick,2021-07-31,Other,40–49,0
New Brunswick,2021-07-31,Other,50–59,0
New Brunswick,2021-07-31,Other,60–69,0
New Brunswick,2021-07-31,Other,70–79,0
New Brunswick,2021-07-31,Other,80+,0
Quebec,2021-07-31,f,0–4,92
Quebec,2021-07-31,f,12–17,205610
Quebec,2021-07-31,f,18–29,438118
Quebec,2021-07-31,f,30–39,430919
Quebec,2021-07-31,f,40–49,461505
Quebec,2021-07-31,f,50–59,498511
Quebec,2021-07-31,f,60–69,546417
Quebec,2021-07-31,f,70–79,391901
Quebec,2021-07-31,f,80+,245913
Quebec,2021-07-31,m,0–4,112
Quebec,2021-07-31,m,12–17,208742
Quebec,2021-07-31,m,18–29,418958
Quebec,2021-07-31,m,30–39,410246
Quebec,2021-07-31,m,40–49,449367
Quebec,2021-07-31,m,50–59,490756
Quebec,2021-07-31,m,60–69,526077
Quebec,2021-07-31,m,70–79,353094
Quebec,2021-07-31,m,80+,160469
Quebec,2021-07-31,Other,0–4,0
Quebec,2021-07-31,Other,12–17,0
Quebec,2021-07-31,Other,18–29,0
Quebec,2021-07-31,Other,30–39,0
Quebec,2021-07-31,Other,40–49,0
Quebec,2021-07-31,Other,50–59,0
Quebec,2021-07-31,Other,60–69,0
Quebec,2021-07-31,Other,70–79,0
Quebec,2021-07-31,Other,80+,0
Ontario,2021-07-31,f,0–4,0
Ontario,2021-07-31,f,12–17,347733
Ontario,2021-07-31,f,18–29,884070
Ontario,2021-07-31,f,30–39,778586
Ontario,2021-07-31,f,40–49,777235
Ontario,2021-07-31,f,50–59,886703
Ontario,2021-07-31,f,60–69,825841
Ontario,2021-07-31,f,70–79,560177
Ontario,2021-07-31,f,80+,356618
Ontario,2021-07-31,m,0–4,0
Ontario,2021-07-31,m,12–17,356185
Ontario,2021-07-31,m,18–29,888666
Ontario,2021-07-31,m,30–39,749360
Ontario,2021-07-31,m,40–49,708955
Ontario,2021-07-31,m,50–59,834188
Ontario,2021-07-31,m,60–69,764021
Ontario,2021-07-31,m,70–79,494845
Ontario,2021-07-31,m,80+,244129
Ontario,2021-07-31,Other,0–4,0
Ontario,2021-07-31,Other,12–17,0
Ontario,2021-07-31,Other,18–29,0
Ontario,2021-07-31,Other,30–39,0
Ontario,2021-07-31,Other,40–49,0
Ontario,2021-07-31,Other,50–59,0
Ontario,2021-07-31,Other,60–69,0
Ontario,2021-07-31,Other,70–79,0
Ontario,2021-07-31,Other,80+,0
Manitoba,2021-07-31,f,0–4,0
Manitoba,2021-07-31,f,12–17,33203
Manitoba,2021-07-31,f,18–29,83743
Manitoba,2021-07-31,f,30–39,74005
Manitoba,2021-07-31,f,40–49,70618
Manitoba,2021-07-31,f,50–59,72774
Manitoba,2021-07-31,f,60–69,73877
Manitoba,2021-07-31,f,70–79,50372
Manitoba,2021-07-31,f,80+,33738
Manitoba,2021-07-31,m,0–4,0
Manitoba,2021-07-31,m,12–17,34006
Manitoba,2021-07-31,m,18–29,85115
Manitoba,2021-07-31,m,30–39,71535
Manitoba,2021-07-31,m,40–49,67878
Manitoba,2021-07-31,m,50–59,69775
Manitoba,2021-07-31,m,60–69,70284
Manitoba,2021-07-31,m,70–79,44761
Manitoba,2021-07-31,m,80+,22257
Manitoba,2021-07-31,Other,0–4,0
Manitoba,2021-07-31,Other,12–17,0
Manitoba,2021-07-31,Other,18–29,0
Manitoba,2021-07-31,Other,30–39,0
Manitoba,2021-07-31,Other,40–49,0
Manitoba,2021-07-31,Other,50–59,0
Manitoba,2021-07-31,Other,60–69,0
Manitoba,2021-07-31,Other,70–79,0
Manitoba,2021-07-31,Other,80+,0
Saskatchewan,2021-07-31,f,0–4,0
Saskatchewan,2021-07-31,f,12–17,28213
Saskatchewan,2021-07-31,f,18–29,57863
Saskatchewan,2021-07-31,f,30–39,59523
Saskatchewan,2021-07-31,f,40–49,55294
Saskatchewan,2021-07-31,f,50–59,57420
Saskatchewan,2021-07-31,f,60–69,60745
Saskatchewan,2021-07-31,f,70–79,38113
Saskatchewan,2021-07-31,f,80+,28418
Saskatchewan,2021-07-31,m,0–4,5
Saskatchewan,2021-07-31,m,12–17,28360
Saskatchewan,2021-07-31,m,18–29,56263
Saskatchewan,2021-07-31,m,30–39,56359
Saskatchewan,2021-07-31,m,40–49,53260
Saskatchewan,2021-07-31,m,50–59,54571
Saskatchewan,2021-07-31,m,60–69,59334
Saskatchewan,2021-07-31,m,70–79,35461
Saskatchewan,2021-07-31,m,80+,18902
Saskatchewan,2021-07-31,Other,0–4,0
Saskatchewan,2021-07-31,Other,12–17,0
Saskatchewan,2021-07-31,Other,18–29,0
Saskatchewan,2021-07-31,Other,30–39,0
Saskatchewan,2021-07-31,Other,40–49,0
Saskatchewan,2021-07-31,Other,50–59,0
Saskatchewan,2021-07-31,Other,60–69,0
Saskatchewan,2021-07-31,Other,70–79,0
Saskatchewan,2021-07-31,Other,80+,0
Alberta,2021-07-31,f,0–4,0
Alberta,2021-07-31,f,12–17,102428
Alberta,2021-07-31,f,18–29,224997
Alberta,2021-07-31,f,30–39,245626
Alberta,2021-07-31,f,40–49,229610
Alberta,2021-07-31,f,50–59,222192
Alberta,2021-07-31,f,60–69,211395
Alberta,2021-07-31,f,70–79,124544
Alberta,2021-07-31,f,80+,74491
Alberta,2021-07-31,m,0–4,0
Alberta,2021-07-31,m,12–17,104877
Alberta,2021-07-31,m,18–29,215062
Alberta,2021-07-31,m,30–39,233112
Alberta,2021-07-31,m,40–49,221068
Alberta,2021-07-31,m,50–59,214161
Alberta,2021-07-31,m,60–69,204114
Alberta,2021-07-31,m,70–79,114598
Alberta,2021-07-31,m,80+,52497
Alberta,2021-07-31,Other,0–4,0
Alberta,2021-07-31,Other,12–17,0
Alberta,2021-07-31,Other,18–29,0
Alberta,2021-07-31,Other,30–39,0
Alberta,2021-07-31,Other,40–49,0
Alberta,2021-07-31,Other,50–59,0
Alberta,2021-07-31,Other,60–69,0
Alberta,2021-07-31,Other,70–79,0
Alberta,2021-07-31,Other,80+,0
British Columbia,2021-07-31,f,0–4,0
British Columbia,2021-07-31,f,12–17,107720
British Columbia,2021-07-31,f,18–29,307749
British Columbia,2021-07-31,f,30–39,292802
British Columbia,2021-07-31,f,40–49,273066
British Columbia,2021-07-31,f,50–59,303690
British Columbia,2021-07-31,f,60–69,311125
British Columbia,2021-07-31,f,70–79,216379
British Columbia,2021-07-31,f,80+,130613
British Columbia,2021-07-31,m,0–4,0
British Columbia,2021-07-31,m,12–17,109785
British Columbia,2021-07-31,m,18–29,298019
British Columbia,2021-07-31,m,30–39,283288
British Columbia,2021-07-31,m,40–49,250999
British Columbia,2021-07-31,m,50–59,279298
British Columbia,2021-07-31,m,60–69,284575
British Columbia,2021-07-31,m,70–79,198686
British Columbia,2021-07-31,m,80+,98815
British Columbia,2021-07-31,Other,0–4,0
British Columbia,2021-07-31,Other,12–17,3
British Columbia,2021-07-31,Other,18–29,40
British Columbia,2021-07-31,Other,30–39,18
British Columbia,2021-07-31,Other,40–49,8
British Columbia,2021-07-31,Other,50–59,2
British Columbia,2021-07-31,Other,60–69,3
British Columbia,2021-07-31,Other,70–79,0
British Columbia,2021-07-31,Other,80+,0
Yukon,2021-07-31,f,0–4,0
Yukon,2021-07-31,f,12–17,955
Yukon,2021-07-31,f,18–29,2653
Yukon,2021-07-31,f,30–39,3217
Yukon,2021-07-31,f,40–49,2650
Yukon,2021-07-31,f,50–59,2497
Yukon,2021-07-31,f,60–69,2414
Yukon,2021-07-31,f,70–79,1179
Yukon,2021-07-31,f,80+,412
Yukon,2021-07-31,m,0–4,0
Yukon,2021-07-31,m,12–17,1008
Yukon,2021-07-31,m,18–29,2592
Yukon,2021-07-31,m,30–39,3030
Yukon,2021-07-31,m,40–49,2410
Yukon,2021-07-31,m,50–59,2461
Yukon,2021-07-31,m,60–69,2511
Yukon,2021-07-31,m,70–79,1341
Yukon,2021-07-31,m,80+,386
Yukon,2021-07-31,Other,0–4,0
Yukon,2021-07-31,Other,12–17,0
Yukon,2021-07-31,Other,18–29,0
Yukon,2021-07-31,Other,30–39,0
Yukon,2021-07-31,Other,40–49,0
Yukon,2021-07-31,Other,50–59,0
Yukon,2021-07-31,Other,60–69,0
Yukon,2021-07-31,Other,70–79,0
Yukon,2021-07-31,Other,80+,0
Northwest Territories,2021-07-31,f,0–4,0
Northwest Territories,2021-07-31,f,12–17,1151
Northwest Territories,2021-07-31,f,18–29,2447
Northwest Territories,2021-07-31,f,30–39,2765
Northwest Territories,2021-07-31,f,40–49,2493
Northwest Territories,2021-07-31,f,50–59,2426
Northwest Territories,2021-07-31,f,60–69,1763
Northwest Territories,2021-07-31,f,70–79,787
Northwest Territories,2021-07-31,f,80+,295
Northwest Territories,2021-07-31,m,0–4,0
Northwest Territories,2021-07-31,m,12–17,1161
Northwest Territories,2021-07-31,m,18–29,2333
Northwest Territories,2021-07-31,m,30–39,2369
Northwest Territories,2021-07-31,m,40–49,2204
Northwest Territories,2021-07-31,m,50–59,2525
Northwest Territories,2021-07-31,m,60–69,1966
Northwest Territories,2021-07-31,m,70–79,920
Northwest Territories,2021-07-31,m,80+,256
Northwest Territories,2021-07-31,Other,0–4,0
Northwest Territories,2021-07-31,Other,12–17,0
Northwest Territories,2021-07-31,Other,18–29,0
Northwest Territories,2021-07-31,Other,30–39,0
Northwest Territories,2021-07-31,Other,40–49,0
Northwest Territories,2021-07-31,Other,50–59,0
Northwest Territories,2021-07-31,Other,60–69,0
Northwest Territories,2021-07-31,Other,70–79,0
Northwest Territories,2021-07-31,Other,80+,0
Nunavut,2021-07-31,f,0–4,0
Nunavut,2021-07-31,f,12–17,1361
Nunavut,2021-07-31,f,18–29,2739
Nunavut,2021-07-31,f,30–39,2273
Nunavut,2021-07-31,f,40–49,1746
Nunavut,2021-07-31,f,50–59,1666
Nunavut,2021-07-31,f,60–69,902
Nunavut,2021-07-31,f,70–79,323
Nunavut,2021-07-31,f,80+,96
Nunavut,2021-07-31,m,0–4,0
Nunavut,2021-07-31,m,12–17,1232
Nunavut,2021-07-31,m,18–29,2582
Nunavut,2021-07-31,m,30–39,2313
Nunavut,2021-07-31,m,40–49,2024
Nunavut,2021-07-31,m,50–59,1996
Nunavut,2021-07-31,m,60–69,1106
Nunavut,2021-07-31,m,70–79,368
Nunavut,2021-07-31,m,80+,73
Nunavut,2021-07-31,Other,0–4,0
Nunavut,2021-07-31,Other,12–17,0
Nunavut,2021-07-31,Other,18–29,0
Nunavut,2021-07-31,Other,30–39,0
Nunavut,2021-07-31,Other,40–49,0
Nunavut,2021-07-31,Other,50–59,0
Nunavut,2021-07-31,Other,60–69,0
Nunavut,2021-07-31,Other,70–79,0
Nunavut,2021-07-31,Other,80+,0
Newfoundland and Labrador,2021-08-07,f,0–4,0
Newfoundland and Labrador,2021-08-07,f,12–17,12315
Newfoundland and Labrador,2021-08-07,f,18–29,25676
Newfoundland and Labrador,2021-08-07,f,30–39,24912
Newfoundland and Labrador,2021-08-07,f,40–49,30013
Newfoundland and Labrador,2021-08-07,f,50–59,37821
Newfoundland and Labrador,2021-08-07,f,60–69,39320
Newfoundland and Labrador,2021-08-07,f,70–79,28011
Newfoundland and Labrador,2021-08-07,f,80+,13046
Newfoundland and Labrador,2021-08-07,m,0–4,0
Newfoundland and Labrador,2021-08-07,m,12–17,12625
Newfoundland and Labrador,2021-08-07,m,18–29,24595
Newfoundland and Labrador,2021-08-07,m,30–39,22188
Newfoundland and Labrador,2021-08-07,m,40–49,26697
Newfoundland and Labrador,2021-08-07,m,50–59,34723
Newfoundland and Labrador,2021-08-07,m,60–69,37096
Newfoundland and Labrador,2021-08-07,m,70–79,25894
Newfoundland and Labrador,2021-08-07,m,80+,9416
Newfoundland and Labrador,2021-08-07,Other,0–4,0
Newfoundland and Labrador,2021-08-07,Other,12–17,0
Newfoundland and Labrador,2021-08-07,Other,18–29,0
Newfoundland and Labrador,2021-08-07,Other,30–39,0
Newfoundland and Labrador,2021-08-07,Other,40–49,0
Newfoundland and Labrador,2021-08-07,Other,50–59,0
Newfoundland and Labrador,2021-08-07,Other,60–69,0
Newfoundland and Labrador,2021-08-07,Other,70–79,0
Newfoundland and Labrador,2021-08-07,Other,80+,0
Prince Edward Island,2021-08-07,f,0–4,0
Prince Edward Island,2021-08-07,f,12–17,4404
Prince Edward Island,2021-08-07,f,18–29,10333
Prince Edward Island,2021-08-07,f,30–39,8276
Prince Edward Island,2021-08-07,f,40–49,8981
Prince Edward Island,2021-08-07,f,50–59,10536
Prince Edward Island,2021-08-07,f,60–69,10952
Prince Edward Island,2021-08-07,f,70–79,7639
Prince Edward Island,2021-08-07,f,80+,4288
Prince Edward Island,2021-08-07,m,0–4,0
Prince Edward Island,2021-08-07,m,12–17,4361
Prince Edward Island,2021-08-07,m,18–29,10445
Prince Edward Island,2021-08-07,m,30–39,7503
Prince Edward Island,2021-08-07,m,40–49,8015
Prince Edward Island,2021-08-07,m,50–59,9687
Prince Edward Island,2021-08-07,m,60–69,10058
Prince Edward Island,2021-08-07,m,70–79,6902
Prince Edward Island,2021-08-07,m,80+,2841
Prince Edward Island,2021-08-07,Other,0–4,0
Prince Edward Island,2021-08-07,Other,12–17,0
Prince Edward Island,2021-08-07,Other,18–29,0
Prince Edward Island,2021-08-07,Other,30–39,0
Prince Edward Island,2021-08-07,Other,40–49,0
Prince Edward Island,2021-08-07,Other,50–59,0
Prince Edward Island,2021-08-07,Other,60–69,0
Prince Edward Island,2021-08-07,Other,70–79,0
Prince Edward Island,2021-08-07,Other,80+,0
Nova Scotia,2021-08-07,f,0–4,2
Nova Scotia,2021-08-07,f,12–17,22116
Nova Scotia,2021-08-07,f,18–29,54742
Nova Scotia,2021-08-07,f,30–39,50103
Nova Scotia,2021-08-07,f,40–49,53022
Nova Scotia,2021-08-07,f,50–59,66171
Nova Scotia,2021-08-07,f,60–69,70049
Nova Scotia,2021-08-07,f,70–79,48965
Nova Scotia,2021-08-07,f,80+,27526
Nova Scotia,2021-08-07,m,0–4,0
Nova Scotia,2021-08-07,m,12–17,22489
Nova Scotia,2021-08-07,m,18–29,51103
Nova Scotia,2021-08-07,m,30–39,44446
Nova Scotia,2021-08-07,m,40–49,46287
Nova Scotia,2021-08-07,m,50–59,59793
Nova Scotia,2021-08-07,m,60–69,64559
Nova Scotia,2021-08-07,m,70–79,44105
Nova Scotia,2021-08-07,m,80+,18592
Nova Scotia,2021-08-07,Other,0–4,0
Nova Scotia,2021-08-07,Other,12–17,0
Nova Scotia,2021-08-07,Other,18–29,0
Nova Scotia,2021-08-07,Other,30–39,0
Nova Scotia,2021-08-07,Other,40–49,0
Nova Scotia,2021-08-07,Other,50–59,0
Nova Scotia,2021-08-07,Other,60–69,0
Nova Scotia,2021-08-07,Other,70–79,0
Nova Scotia,2021-08-07,Other,80+,0
New Brunswick,2021-08-07,f,0–4,0
New Brunswick,2021-08-07,f,12–17,17727
New Brunswick,2021-08-07,f,18–29,37906
New Brunswick,2021-08-07,f,30–39,34813
New Brunswick,2021-08-07,f,40–49,41808
New Brunswick,2021-08-07,f,50–59,50935
New Brunswick,2021-08-07,f,60–69,54968
New Brunswick,2021-08-07,f,70–79,38425
New Brunswick,2021-08-07,f,80+,21331
New Brunswick,2021-08-07,m,0–4,0
New Brunswick,2021-08-07,m,12–17,17537
New Brunswick,2021-08-07,m,18–29,36095
New Brunswick,2021-08-07,m,30–39,31139
New Brunswick,2021-08-07,m,40–49,37018
New Brunswick,2021-08-07,m,50–59,47435
New Brunswick,2021-08-07,m,60–69,51609
New Brunswick,2021-08-07,m,70–79,35638
New Brunswick,2021-08-07,m,80+,14674
New Brunswick,2021-08-07,Other,0–4,0
New Brunswick,2021-08-07,Other,12–17,0
New Brunswick,2021-08-07,Other,18–29,0
New Brunswick,2021-08-07,Other,30–39,0
New Brunswick,2021-08-07,Other,40–49,0
New Brunswick,2021-08-07,Other,50–59,0
New Brunswick,2021-08-07,Other,60–69,0
New Brunswick,2021-08-07,Other,70–79,0
New Brunswick,2021-08-07,Other,80+,0
Quebec,2021-08-07,f,0–4,95
Quebec,2021-08-07,f,12–17,208002
Quebec,2021-08-07,f,18–29,443357
Quebec,2021-08-07,f,30–39,435336
Quebec,2021-08-07,f,40–49,464814
Quebec,2021-08-07,f,50–59,500420
Quebec,2021-08-07,f,60–69,547757
Quebec,2021-08-07,f,70–79,392683
Quebec,2021-08-07,f,80+,246648
Quebec,2021-08-07,m,0–4,117
Quebec,2021-08-07,m,12–17,211531
Quebec,2021-08-07,m,18–29,425614
Quebec,2021-08-07,m,30–39,415605
Quebec,2021-08-07,m,40–49,453689
Quebec,2021-08-07,m,50–59,493507
Quebec,2021-08-07,m,60–69,527640
Quebec,2021-08-07,m,70–79,353949
Quebec,2021-08-07,m,80+,161052
Quebec,2021-08-07,Other,0–4,0
Quebec,2021-08-07,Other,12–17,0
Quebec,2021-08-07,Other,18–29,0
Quebec,2021-08-07,Other,30–39,0
Quebec,2021-08-07,Other,40–49,0
Quebec,2021-08-07,Other,50–59,0
Quebec,2021-08-07,Other,60–69,0
Quebec,2021-08-07,Other,70–79,0
Quebec,2021-08-07,Other,80+,0
Ontario,2021-08-07,f,0–4,0
Ontario,2021-08-07,f,12–17,354774
Ontario,2021-08-07,f,18–29,891353
Ontario,2021-08-07,f,30–39,784779
Ontario,2021-08-07,f,40–49,781563
Ontario,2021-08-07,f,50–59,890210
Ontario,2021-08-07,f,60–69,828106
Ontario,2021-08-07,f,70–79,561294
Ontario,2021-08-07,f,80+,357162
Ontario,2021-08-07,m,0–4,0
Ontario,2021-08-07,m,12–17,363857
Ontario,2021-08-07,m,18–29,898340
Ontario,2021-08-07,m,30–39,755801
Ontario,2021-08-07,m,40–49,713598
Ontario,2021-08-07,m,50–59,838200
Ontario,2021-08-07,m,60–69,766500
Ontario,2021-08-07,m,70–79,495817
Ontario,2021-08-07,m,80+,244465
Ontario,2021-08-07,Other,0–4,0
Ontario,2021-08-07,Other,12–17,0
Ontario,2021-08-07,Other,18–29,0
Ontario,2021-08-07,Other,30–39,0
Ontario,2021-08-07,Other,40–49,0
Ontario,2021-08-07,Other,50–59,0
Ontario,2021-08-07,Other,60–69,0
Ontario,2021-08-07,Other,70–79,0
Ontario,2021-08-07,Other,80+,0
Manitoba,2021-08-07,f,0–4,0
Manitoba,2021-08-07,f,12–17,33717
Manitoba,2021-08-07,f,18–29,84643
Manitoba,2021-08-07,f,30–39,74585
Manitoba,2021-08-07,f,40–49,71049
Manitoba,2021-08-07,f,50–59,73042
Manitoba,2021-08-07,f,60–69,74054
Manitoba,2021-08-07,f,70–79,50460
Manitoba,2021-08-07,f,80+,33785
Manitoba,2021-08-07,m,0–4,0
Manitoba,2021-08-07,m,12–17,34570
Manitoba,2021-08-07,m,18–29,86456
Manitoba,2021-08-07,m,30–39,72246
Manitoba,2021-08-07,m,40–49,68373
Manitoba,2021-08-07,m,50–59,70178
Manitoba,2021-08-07,m,60–69,70513
Manitoba,2021-08-07,m,70–79,44849
Manitoba,2021-08-07,m,80+,22287
Manitoba,2021-08-07,Other,0–4,0
Manitoba,2021-08-07,Other,12–17,0
Manitoba,2021-08-07,Other,18–29,0
Manitoba,2021-08-07,Other,30–39,0
Manitoba,2021-08-07,Other,40–49,0
Manitoba,2021-08-07,Other,50–59,0
Manitoba,2021-08-07,Other,60–69,0
Manitoba,2021-08-07,Other,70–79,0
Manitoba,2021-08-07,Other,80+,0
Saskatchewan,2021-08-07,f,0–4,0
Saskatchewan,2021-08-07,f,12–17,28571
Saskatchewan,2021-08-07,f,18–29,58403
Saskatchewan,2021-08-07,f,30–39,59923
Saskatchewan,2021-08-07,f,40–49,55531
Saskatchewan,2021-08-07,f,50–59,57588
Saskatchewan,2021-08-07,f,60–69,60881
Saskatchewan,2021-08-07,f,70–79,38154
Saskatchewan,2021-08-07,f,80+,28439
Saskatchewan,2021-08-07,m,0–4,5
Saskatchewan,2021-08-07,m,12–17,28709
Saskatchewan,2021-08-07,m,18–29,56911
Saskatchewan,2021-08-07,m,30–39,56788
Saskatchewan,2021-08-07,m,40–49,53533
Saskatchewan,2021-08-07,m,50–59,54804
Saskatchewan,2021-08-07,m,60–69,59482
Saskatchewan,2021-08-07,m,70–79,35511
Saskatchewan,2021-08-07,m,80+,18919
Saskatchewan,2021-08-07,Other,0–4,0
Saskatchewan,2021-08-07,Other,12–17,0
Saskatchewan,2021-08-07,Other,18–29,0
Saskatchewan,2021-08-07,Other,30–39,0
Saskatchewan,2021-08-07,Other,40–49,0
Saskatchewan,2021-08-07,Other,50–59,0
Saskatchewan,2021-08-07,Other,60–69,0
Saskatchewan,2021-08-07,Other,70–79,0
Saskatchewan,2021-08-07,Other,80+,0
Alberta,2021-08-07,f,0–4,0
Alberta,2021-08-07,f,12–17,103586
Alberta,2021-08-07,f,18–29,226779
Alberta,2021-08-07,f,30–39,247454
Alberta,2021-08-07,f,40–49,230778
Alberta,2021-08-07,f,50–59,223053
Alberta,2021-08-07,f,60–69,211917
Alberta,2021-08-07,f,70–79,124745
Alberta,2021-08-07,f,80+,74590
Alberta,2021-08-07,m,0–4,0
Alberta,2021-08-07,m,12–17,106062
Alberta,2021-08-07,m,18–29,217118
Alberta,2021-08-07,m,30–39,234922
Alberta,2021-08-07,m,40–49,222450
Alberta,2021-08-07,m,50–59,215207
Alberta,2021-08-07,m,60–69,204726
Alberta,2021-08-07,m,70–79,114795
Alberta,2021-08-07,m,80+,52567
Alberta,2021-08-07,Other,0–4,0
Alberta,2021-08-07,Other,12–17,0
Alberta,2021-08-07,Other,18–29,0
Alberta,2021-08-07,Other,30–39,0
Alberta,2021-08-07,Other,40–49,0
Alberta,2021-08-07,Other,50–59,0
Alberta,2021-08-07,Other,60–69,0
Alberta,2021-08-07,Other,70–79,0
Alberta,2021-08-07,Other,80+,0
British Columbia,2021-08-07,f,0–4,0
British Columbia,2021-08-07,f,12–17,109468
British Columbia,2021-08-07,f,18–29,311124
British Columbia,2021-08-07,f,30–39,295734
British Columbia,2021-08-07,f,40–49,274994
British Columbia,2021-08-07,f,50–59,305246
British Columbia,2021-08-07,f,60–69,312305
British Columbia,2021-08-07,f,70–79,217025
British Columbia,2021-08-07,f,80+,131063
British Columbia,2021-08-07,m,0–4,0
British Columbia,2021-08-07,m,12–17,112006
British Columbia,2021-08-07,m,18–29,302516
British Columbia,2021-08-07,m,30–39,286599
British Columbia,2021-08-07,m,40–49,253327
British Columbia,2021-08-07,m,50–59,281181
British Columbia,2021-08-07,m,60–69,285915
British Columbia,2021-08-07,m,70–79,199328
British Columbia,2021-08-07,m,80+,99179
British Columbia,2021-08-07,Other,0–4,0
British Columbia,2021-08-07,Other,12–17,3
British Columbia,2021-08-07,Other,18–29,40
British Columbia,2021-08-07,Other,30–39,18
British Columbia,2021-08-07,Other,40–49,8
British Columbia,2021-08-07,Other,50–59,2
British Columbia,2021-08-07,Other,60–69,3
British Columbia,2021-08-07,Other,70–79,0
British Columbia,2021-08-07,Other,80+,0
