Province,Date,Sex,Age,Cumulative number of people (Vaccinedose1)
Yukon,2021-04-17,m,50–59,2076
Yukon,2021-04-17,m,60–69,2215
Yukon,2021-04-17,m,70–79,1217
Yukon,2021-04-17,m,80+,365
Yukon,2021-04-17,Other,18–29,0
Yukon,2021-04-17,Other,30–39,0
Yukon,2021-04-17,Other,40–49,0
Yukon,2021-04-17,Other,50–59,0
Yukon,2021-04-17,Other,60–69,0
Yukon,2021-04-17,Other,70–79,0
Yukon,2021-04-17,Other,80+,0
Northwest Territories,2021-04-17,f,18–29,2041
Northwest Territories,2021-04-17,f,30–39,2512
Northwest Territories,2021-04-17,f,40–49,2313
Northwest Territories,2021-04-17,f,50–59,2357
Northwest Territories,2021-04-17,f,60–69,1747
Northwest Territories,2021-04-17,f,70–79,744
Northwest Territories,2021-04-17,f,80+,275
Northwest Territories,2021-04-17,m,18–29,2132
Northwest Territories,2021-04-17,m,30–39,2691
Northwest Territories,2021-04-17,m,40–49,2496
Northwest Territories,2021-04-17,m,50–59,2917
Northwest Territories,2021-04-17,m,60–69,2057
Northwest Territories,2021-04-17,m,70–79,842
Northwest Territories,2021-04-17,m,80+,245
Northwest Territories,2021-04-17,Other,18–29,0
Northwest Territories,2021-04-17,Other,30–39,0
Northwest Territories,2021-04-17,Other,40–49,0
Northwest Territories,2021-04-17,Other,50–59,0
Northwest Territories,2021-04-17,Other,60–69,0
Northwest Territories,2021-04-17,Other,70–79,0
Northwest Territories,2021-04-17,Other,80+,0
Nunavut,2021-04-17,f,70–79,276
Nunavut,2021-04-17,f,80+,89
Nunavut,2021-04-17,m,70–79,330
Nunavut,2021-04-17,m,80+,70
Nunavut,2021-04-17,Other,70–79,0
Nunavut,2021-04-17,Other,80+,0
Newfoundland and Labrador,2021-04-24,f,18–29,5070
Newfoundland and Labrador,2021-04-24,f,30–39,5573
Newfoundland and Labrador,2021-04-24,f,40–49,6868
Newfoundland and Labrador,2021-04-24,f,50–59,12041
Newfoundland and Labrador,2021-04-24,f,60–69,16168
Newfoundland and Labrador,2021-04-24,f,70–79,24377
Newfoundland and Labrador,2021-04-24,f,80+,11568
Newfoundland and Labrador,2021-04-24,m,18–29,2368
Newfoundland and Labrador,2021-04-24,m,30–39,2845
Newfoundland and Labrador,2021-04-24,m,40–49,3533
Newfoundland and Labrador,2021-04-24,m,50–59,8130
Newfoundland and Labrador,2021-04-24,m,60–69,13858
Newfoundland and Labrador,2021-04-24,m,70–79,22215
Newfoundland and Labrador,2021-04-24,m,80+,8404
Newfoundland and Labrador,2021-04-24,Other,18–29,0
Newfoundland and Labrador,2021-04-24,Other,30–39,0
Newfoundland and Labrador,2021-04-24,Other,40–49,0
Newfoundland and Labrador,2021-04-24,Other,50–59,0
Newfoundland and Labrador,2021-04-24,Other,60–69,0
Newfoundland and Labrador,2021-04-24,Other,70–79,0
Newfoundland and Labrador,2021-04-24,Other,80+,0
Prince Edward Island,2021-04-24,f,18–29,2378
Prince Edward Island,2021-04-24,f,30–39,1388
Prince Edward Island,2021-04-24,f,40–49,1464
Prince Edward Island,2021-04-24,f,50–59,2815
Prince Edward Island,2021-04-24,f,60–69,3947
Prince Edward Island,2021-04-24,f,70–79,6412
Prince Edward Island,2021-04-24,f,80+,4033
Prince Edward Island,2021-04-24,m,18–29,1364
Prince Edward Island,2021-04-24,m,30–39,852
Prince Edward Island,2021-04-24,m,40–49,1010
Prince Edward Island,2021-04-24,m,50–59,2321
Prince Edward Island,2021-04-24,m,60–69,3246
Prince Edward Island,2021-04-24,m,70–79,5694
Prince Edward Island,2021-04-24,m,80+,2610
Prince Edward Island,2021-04-24,Other,18–29,0
Prince Edward Island,2021-04-24,Other,30–39,0
Prince Edward Island,2021-04-24,Other,40–49,0
Prince Edward Island,2021-04-24,Other,50–59,0
Prince Edward Island,2021-04-24,Other,60–69,0
Prince Edward Island,2021-04-24,Other,70–79,0
Prince Edward Island,2021-04-24,Other,80+,0
Nova Scotia,2021-04-24,f,18–29,6159
Nova Scotia,2021-04-24,f,30–39,7004
Nova Scotia,2021-04-24,f,40–49,7746
Nova Scotia,2021-04-24,f,50–59,16259
Nova Scotia,2021-04-24,f,60–69,38486
Nova Scotia,2021-04-24,f,70–79,39541
Nova Scotia,2021-04-24,f,80+,23556
Nova Scotia,2021-04-24,m,18–29,1453
Nova Scotia,2021-04-24,m,30–39,2230
Nova Scotia,2021-04-24,m,40–49,2241
Nova Scotia,2021-04-24,m,50–59,10209
Nova Scotia,2021-04-24,m,60–69,32705
Nova Scotia,2021-04-24,m,70–79,35182
Nova Scotia,2021-04-24,m,80+,15743
Nova Scotia,2021-04-24,Other,18–29,0
Nova Scotia,2021-04-24,Other,30–39,0
Nova Scotia,2021-04-24,Other,40–49,0
Nova Scotia,2021-04-24,Other,50–59,0
Nova Scotia,2021-04-24,Other,60–69,0
Nova Scotia,2021-04-24,Other,70–79,0
Nova Scotia,2021-04-24,Other,80+,0
New Brunswick,2021-04-24,f,18–29,8033
New Brunswick,2021-04-24,f,30–39,9271
New Brunswick,2021-04-24,f,40–49,11773
New Brunswick,2021-04-24,f,50–59,18505
New Brunswick,2021-04-24,f,60–69,24677
New Brunswick,2021-04-24,f,70–79,30592
New Brunswick,2021-04-24,f,80+,19674
New Brunswick,2021-04-24,m,18–29,4182
New Brunswick,2021-04-24,m,30–39,5632
New Brunswick,2021-04-24,m,40–49,7583
New Brunswick,2021-04-24,m,50–59,14952
New Brunswick,2021-04-24,m,60–69,22535
New Brunswick,2021-04-24,m,70–79,27823
New Brunswick,2021-04-24,m,80+,13555
New Brunswick,2021-04-24,Other,18–29,0
New Brunswick,2021-04-24,Other,30–39,0
New Brunswick,2021-04-24,Other,40–49,0
New Brunswick,2021-04-24,Other,50–59,0
New Brunswick,2021-04-24,Other,60–69,0
New Brunswick,2021-04-24,Other,70–79,0
New Brunswick,2021-04-24,Other,80+,0
Quebec,2021-04-24,f,18–29,86772
Quebec,2021-04-24,f,30–39,99393
Quebec,2021-04-24,f,40–49,134868
Quebec,2021-04-24,f,50–59,223141
Quebec,2021-04-24,f,60–69,418832
Quebec,2021-04-24,f,70–79,362870
Quebec,2021-04-24,f,80+,230213
Quebec,2021-04-24,m,18–29,35273
Quebec,2021-04-24,m,30–39,42939
Quebec,2021-04-24,m,40–49,78512
Quebec,2021-04-24,m,50–59,196390
Quebec,2021-04-24,m,60–69,387808
Quebec,2021-04-24,m,70–79,323981
Quebec,2021-04-24,m,80+,149384
Quebec,2021-04-24,Other,18–29,0
Quebec,2021-04-24,Other,30–39,0
Quebec,2021-04-24,Other,40–49,0
Quebec,2021-04-24,Other,50–59,0
Quebec,2021-04-24,Other,60–69,0
Quebec,2021-04-24,Other,70–79,0
Quebec,2021-04-24,Other,80+,0
Ontario,2021-04-24,f,18–29,157221
Ontario,2021-04-24,f,30–39,173678
Ontario,2021-04-24,f,40–49,244981
Ontario,2021-04-24,f,50–59,419295
Ontario,2021-04-24,f,60–69,581001
Ontario,2021-04-24,f,70–79,491247
Ontario,2021-04-24,f,80+,331971
Ontario,2021-04-24,m,18–29,77723
Ontario,2021-04-24,m,30–39,100095
Ontario,2021-04-24,m,40–49,163010
Ontario,2021-04-24,m,50–59,338819
Ontario,2021-04-24,m,60–69,509101
Ontario,2021-04-24,m,70–79,429220
Ontario,2021-04-24,m,80+,227928
Ontario,2021-04-24,Other,18–29,0
Ontario,2021-04-24,Other,30–39,0
Ontario,2021-04-24,Other,40–49,0
Ontario,2021-04-24,Other,50–59,0
Ontario,2021-04-24,Other,60–69,0
Ontario,2021-04-24,Other,70–79,0
Ontario,2021-04-24,Other,80+,0
Manitoba,2021-04-24,f,18–29,12590
Manitoba,2021-04-24,f,30–39,14581
Manitoba,2021-04-24,f,40–49,21074
Manitoba,2021-04-24,f,50–59,28689
Manitoba,2021-04-24,f,60–69,46699
Manitoba,2021-04-24,f,70–79,42772
Manitoba,2021-04-24,f,80+,30479
Manitoba,2021-04-24,m,18–29,6915
Manitoba,2021-04-24,m,30–39,8414
Manitoba,2021-04-24,m,40–49,15486
Manitoba,2021-04-24,m,50–59,22271
Manitoba,2021-04-24,m,60–69,41482
Manitoba,2021-04-24,m,70–79,37950
Manitoba,2021-04-24,m,80+,20042
Manitoba,2021-04-24,Other,18–29,0
Manitoba,2021-04-24,Other,30–39,0
Manitoba,2021-04-24,Other,40–49,0
Manitoba,2021-04-24,Other,50–59,0
Manitoba,2021-04-24,Other,60–69,0
Manitoba,2021-04-24,Other,70–79,0
Manitoba,2021-04-24,Other,80+,0
Saskatchewan,2021-04-24,f,18–29,10123
Saskatchewan,2021-04-24,f,30–39,12236
Saskatchewan,2021-04-24,f,40–49,19345
Saskatchewan,2021-04-24,f,50–59,41850
Saskatchewan,2021-04-24,f,60–69,52587
Saskatchewan,2021-04-24,f,70–79,34822
Saskatchewan,2021-04-24,f,80+,26833
Saskatchewan,2021-04-24,m,18–29,4571
Saskatchewan,2021-04-24,m,30–39,6115
Saskatchewan,2021-04-24,m,40–49,13624
Saskatchewan,2021-04-24,m,50–59,37027
Saskatchewan,2021-04-24,m,60–69,50373
Saskatchewan,2021-04-24,m,70–79,32165
Saskatchewan,2021-04-24,m,80+,17624
Saskatchewan,2021-04-24,Other,18–29,0
Saskatchewan,2021-04-24,Other,30–39,0
Saskatchewan,2021-04-24,Other,40–49,0
Saskatchewan,2021-04-24,Other,50–59,0
Saskatchewan,2021-04-24,Other,60–69,0
Saskatchewan,2021-04-24,Other,70–79,0
Saskatchewan,2021-04-24,Other,80+,0
Alberta,2021-04-24,f,18–29,40537
Alberta,2021-04-24,f,30–39,59180
Alberta,2021-04-24,f,40–49,81078
Alberta,2021-04-24,f,50–59,104639
Alberta,2021-04-24,f,60–69,158703
Alberta,2021-04-24,f,70–79,112082
Alberta,2021-04-24,f,80+,70419
Alberta,2021-04-24,m,18–29,17926
Alberta,2021-04-24,m,30–39,30546
Alberta,2021-04-24,m,40–49,61509
Alberta,2021-04-24,m,50–59,87912
Alberta,2021-04-24,m,60–69,147929
Alberta,2021-04-24,m,70–79,102490
Alberta,2021-04-24,m,80+,49335
Alberta,2021-04-24,Other,18–29,1
Alberta,2021-04-24,Other,30–39,0
Alberta,2021-04-24,Other,40–49,0
Alberta,2021-04-24,Other,50–59,1
Alberta,2021-04-24,Other,60–69,0
Alberta,2021-04-24,Other,70–79,0
Alberta,2021-04-24,Other,80+,0
British Columbia,2021-04-24,f,18–29,68705
British Columbia,2021-04-24,f,30–39,79150
British Columbia,2021-04-24,f,40–49,93853
British Columbia,2021-04-24,f,50–59,122929
British Columbia,2021-04-24,f,60–69,184591
British Columbia,2021-04-24,f,70–79,192337
British Columbia,2021-04-24,f,80+,120344
British Columbia,2021-04-24,m,18–29,40224
British Columbia,2021-04-24,m,30–39,49685
British Columbia,2021-04-24,m,40–49,65513
British Columbia,2021-04-24,m,50–59,97767
British Columbia,2021-04-24,m,60–69,161334
British Columbia,2021-04-24,m,70–79,174301
British Columbia,2021-04-24,m,80+,90332
British Columbia,2021-04-24,Other,18–29,0
British Columbia,2021-04-24,Other,30–39,0
British Columbia,2021-04-24,Other,40–49,0
British Columbia,2021-04-24,Other,50–59,0
British Columbia,2021-04-24,Other,60–69,0
British Columbia,2021-04-24,Other,70–79,0
British Columbia,2021-04-24,Other,80+,0
Yukon,2021-04-24,f,18–29,1861
Yukon,2021-04-24,f,30–39,2610
Yukon,2021-04-24,f,40–49,2300
Yukon,2021-04-24,f,50–59,2276
Yukon,2021-04-24,f,60–69,2212
Yukon,2021-04-24,f,70–79,1091
Yukon,2021-04-24,f,80+,400
Yukon,2021-04-24,m,18–29,1754
Yukon,2021-04-24,m,30–39,2366
Yukon,2021-04-24,m,40–49,1990
Yukon,2021-04-24,m,50–59,2112
Yukon,2021-04-24,m,60–69,2244
Yukon,2021-04-24,m,70–79,1234
Yukon,2021-04-24,m,80+,367
Yukon,2021-04-24,Other,18–29,0
Yukon,2021-04-24,Other,30–39,0
Yukon,2021-04-24,Other,40–49,0
Yukon,2021-04-24,Other,50–59,0
Yukon,2021-04-24,Other,60–69,0
Yukon,2021-04-24,Other,70–79,0
Yukon,2021-04-24,Other,80+,0
Northwest Territories,2021-04-24,f,18–29,2095
Northwest Territories,2021-04-24,f,30–39,2561
Northwest Territories,2021-04-24,f,40–49,2344
Northwest Territories,2021-04-24,f,50–59,2378
Northwest Territories,2021-04-24,f,60–69,1758
Northwest Territories,2021-04-24,f,70–79,745
Northwest Territories,2021-04-24,f,80+,275
Northwest Territories,2021-04-24,m,18–29,2221
Northwest Territories,2021-04-24,m,30–39,2786
Northwest Territories,2021-04-24,m,40–49,2554
Northwest Territories,2021-04-24,m,50–59,2969
Northwest Territories,2021-04-24,m,60–69,2075
Northwest Territories,2021-04-24,m,70–79,845
Northwest Territories,2021-04-24,m,80+,245
Northwest Territories,2021-04-24,Other,18–29,0
Northwest Territories,2021-04-24,Other,30–39,0
Northwest Territories,2021-04-24,Other,40–49,0
Northwest Territories,2021-04-24,Other,50–59,0
Northwest Territories,2021-04-24,Other,60–69,0
Northwest Territories,2021-04-24,Other,70–79,0
Northwest Territories,2021-04-24,Other,80+,0
Nunavut,2021-04-24,f,70–79,285
Nunavut,2021-04-24,f,80+,89
Nunavut,2021-04-24,m,70–79,341
Nunavut,2021-04-24,m,80+,70
Nunavut,2021-04-24,Other,70–79,0
Nunavut,2021-04-24,Other,80+,0
Newfoundland and Labrador,2021-05-01,f,18–29,5639
Newfoundland and Labrador,2021-05-01,f,30–39,6110
Newfoundland and Labrador,2021-05-01,f,40–49,7504
Newfoundland and Labrador,2021-05-01,f,50–59,14976
Newfoundland and Labrador,2021-05-01,f,60–69,24020
Newfoundland and Labrador,2021-05-01,f,70–79,25097
Newfoundland and Labrador,2021-05-01,f,80+,11647
Newfoundland and Labrador,2021-05-01,m,18–29,2705
Newfoundland and Labrador,2021-05-01,m,30–39,3262
Newfoundland and Labrador,2021-05-01,m,40–49,4108
Newfoundland and Labrador,2021-05-01,m,50–59,11007
Newfoundland and Labrador,2021-05-01,m,60–69,21173
Newfoundland and Labrador,2021-05-01,m,70–79,22940
Newfoundland and Labrador,2021-05-01,m,80+,8464
Newfoundland and Labrador,2021-05-01,Other,18–29,0
Newfoundland and Labrador,2021-05-01,Other,30–39,0
Newfoundland and Labrador,2021-05-01,Other,40–49,0
Newfoundland and Labrador,2021-05-01,Other,50–59,0
Newfoundland and Labrador,2021-05-01,Other,60–69,0
Newfoundland and Labrador,2021-05-01,Other,70–79,0
Newfoundland and Labrador,2021-05-01,Other,80+,0
Prince Edward Island,2021-05-01,f,18–29,2467
Prince Edward Island,2021-05-01,f,30–39,1501
Prince Edward Island,2021-05-01,f,40–49,1658
Prince Edward Island,2021-05-01,f,50–59,3181
Prince Edward Island,2021-05-01,f,60–69,5815
Prince Edward Island,2021-05-01,f,70–79,6824
Prince Edward Island,2021-05-01,f,80+,4062
Prince Edward Island,2021-05-01,m,18–29,1458
Prince Edward Island,2021-05-01,m,30–39,952
Prince Edward Island,2021-05-01,m,40–49,1181
Prince Edward Island,2021-05-01,m,50–59,2614
Prince Edward Island,2021-05-01,m,60–69,4908
Prince Edward Island,2021-05-01,m,70–79,6106
Prince Edward Island,2021-05-01,m,80+,2636
Prince Edward Island,2021-05-01,Other,18–29,0
Prince Edward Island,2021-05-01,Other,30–39,0
Prince Edward Island,2021-05-01,Other,40–49,0
Prince Edward Island,2021-05-01,Other,50–59,0
Prince Edward Island,2021-05-01,Other,60–69,0
Prince Edward Island,2021-05-01,Other,70–79,0
Prince Edward Island,2021-05-01,Other,80+,0
Nova Scotia,2021-05-01,f,18–29,7182
Nova Scotia,2021-05-01,f,30–39,7774
Nova Scotia,2021-05-01,f,40–49,8924
Nova Scotia,2021-05-01,f,50–59,21440
Nova Scotia,2021-05-01,f,60–69,50622
Nova Scotia,2021-05-01,f,70–79,42250
Nova Scotia,2021-05-01,f,80+,24058
Nova Scotia,2021-05-01,m,18–29,2078
Nova Scotia,2021-05-01,m,30–39,2843
Nova Scotia,2021-05-01,m,40–49,3281
Nova Scotia,2021-05-01,m,50–59,15587
Nova Scotia,2021-05-01,m,60–69,43748
Nova Scotia,2021-05-01,m,70–79,37727
Nova Scotia,2021-05-01,m,80+,16139
Nova Scotia,2021-05-01,Other,18–29,0
Nova Scotia,2021-05-01,Other,30–39,0
Nova Scotia,2021-05-01,Other,40–49,0
Nova Scotia,2021-05-01,Other,50–59,0
Nova Scotia,2021-05-01,Other,60–69,0
Nova Scotia,2021-05-01,Other,70–79,0
Nova Scotia,2021-05-01,Other,80+,0
New Brunswick,2021-05-01,f,18–29,8650
New Brunswick,2021-05-01,f,30–39,9872
New Brunswick,2021-05-01,f,40–49,12396
New Brunswick,2021-05-01,f,50–59,20174
New Brunswick,2021-05-01,f,60–69,31668
New Brunswick,2021-05-01,f,70–79,33070
New Brunswick,2021-05-01,f,80+,19953
New Brunswick,2021-05-01,m,18–29,4504
New Brunswick,2021-05-01,m,30–39,6052
New Brunswick,2021-05-01,m,40–49,8197
New Brunswick,2021-05-01,m,50–59,16520
New Brunswick,2021-05-01,m,60–69,28587
New Brunswick,2021-05-01,m,70–79,30112
New Brunswick,2021-05-01,m,80+,13710
New Brunswick,2021-05-01,Other,18–29,0
New Brunswick,2021-05-01,Other,30–39,0
New Brunswick,2021-05-01,Other,40–49,0
New Brunswick,2021-05-01,Other,50–59,0
New Brunswick,2021-05-01,Other,60–69,0
New Brunswick,2021-05-01,Other,70–79,0
New Brunswick,2021-05-01,Other,80+,0
Quebec,2021-05-01,f,18–29,105248
Quebec,2021-05-01,f,30–39,122681
Quebec,2021-05-01,f,40–49,174284
Quebec,2021-05-01,f,50–59,270164
Quebec,2021-05-01,f,60–69,463909
Quebec,2021-05-01,f,70–79,369319
Quebec,2021-05-01,f,80+,232638
Quebec,2021-05-01,m,18–29,44604
Quebec,2021-05-01,m,30–39,55408
Quebec,2021-05-01,m,40–49,111661
Quebec,2021-05-01,m,50–59,240608
Quebec,2021-05-01,m,60–69,433861
Quebec,2021-05-01,m,70–79,330547
Quebec,2021-05-01,m,80+,151025
Quebec,2021-05-01,Other,18–29,0
Quebec,2021-05-01,Other,30–39,0
Quebec,2021-05-01,Other,40–49,0
Quebec,2021-05-01,Other,50–59,0
Quebec,2021-05-01,Other,60–69,0
Quebec,2021-05-01,Other,70–79,0
Quebec,2021-05-01,Other,80+,0
Ontario,2021-05-01,f,18–29,188787
Ontario,2021-05-01,f,30–39,214803
Ontario,2021-05-01,f,40–49,329966
Ontario,2021-05-01,f,50–59,505445
Ontario,2021-05-01,f,60–69,662283
Ontario,2021-05-01,f,70–79,507144
Ontario,2021-05-01,f,80+,335792
Ontario,2021-05-01,m,18–29,103927
Ontario,2021-05-01,m,30–39,135427
Ontario,2021-05-01,m,40–49,248927
Ontario,2021-05-01,m,50–59,426690
Ontario,2021-05-01,m,60–69,590665
Ontario,2021-05-01,m,70–79,444673
Ontario,2021-05-01,m,80+,230579
Ontario,2021-05-01,Other,18–29,0
Ontario,2021-05-01,Other,30–39,0
Ontario,2021-05-01,Other,40–49,0
Ontario,2021-05-01,Other,50–59,0
Ontario,2021-05-01,Other,60–69,0
Ontario,2021-05-01,Other,70–79,0
Ontario,2021-05-01,Other,80+,0
Manitoba,2021-05-01,f,18–29,14263
Manitoba,2021-05-01,f,30–39,16513
Manitoba,2021-05-01,f,40–49,27751
Manitoba,2021-05-01,f,50–59,35196
Manitoba,2021-05-01,f,60–69,59059
Manitoba,2021-05-01,f,70–79,44347
Manitoba,2021-05-01,f,80+,31072
Manitoba,2021-05-01,m,18–29,8505
Manitoba,2021-05-01,m,30–39,10341
Manitoba,2021-05-01,m,40–49,22634
Manitoba,2021-05-01,m,50–59,29034
Manitoba,2021-05-01,m,60–69,53579
Manitoba,2021-05-01,m,70–79,39399
Manitoba,2021-05-01,m,80+,20459
Manitoba,2021-05-01,Other,18–29,0
Manitoba,2021-05-01,Other,30–39,0
Manitoba,2021-05-01,Other,40–49,0
Manitoba,2021-05-01,Other,50–59,0
Manitoba,2021-05-01,Other,60–69,0
Manitoba,2021-05-01,Other,70–79,0
Manitoba,2021-05-01,Other,80+,0
Saskatchewan,2021-05-01,f,18–29,12504
Saskatchewan,2021-05-01,f,30–39,15353
Saskatchewan,2021-05-01,f,40–49,29864
Saskatchewan,2021-05-01,f,50–59,47788
Saskatchewan,2021-05-01,f,60–69,54571
Saskatchewan,2021-05-01,f,70–79,35319
Saskatchewan,2021-05-01,f,80+,27016
Saskatchewan,2021-05-01,m,18–29,5822
Saskatchewan,2021-05-01,m,30–39,7647
Saskatchewan,2021-05-01,m,40–49,23822
Saskatchewan,2021-05-01,m,50–59,43147
Saskatchewan,2021-05-01,m,60–69,52469
Saskatchewan,2021-05-01,m,70–79,32612
Saskatchewan,2021-05-01,m,80+,17745
Saskatchewan,2021-05-01,Other,18–29,0
Saskatchewan,2021-05-01,Other,30–39,0
Saskatchewan,2021-05-01,Other,40–49,0
Saskatchewan,2021-05-01,Other,50–59,0
Saskatchewan,2021-05-01,Other,60–69,0
Saskatchewan,2021-05-01,Other,70–79,0
Saskatchewan,2021-05-01,Other,80+,0
Alberta,2021-05-01,f,18–29,50597
Alberta,2021-05-01,f,30–39,73775
Alberta,2021-05-01,f,40–49,112575
Alberta,2021-05-01,f,50–59,128484
Alberta,2021-05-01,f,60–69,167647
Alberta,2021-05-01,f,70–79,113853
Alberta,2021-05-01,f,80+,71035
Alberta,2021-05-01,m,18–29,24066
Alberta,2021-05-01,m,30–39,41203
Alberta,2021-05-01,m,40–49,93618
Alberta,2021-05-01,m,50–59,112202
Alberta,2021-05-01,m,60–69,157307
Alberta,2021-05-01,m,70–79,104244
Alberta,2021-05-01,m,80+,49795
Alberta,2021-05-01,Other,18–29,1
Alberta,2021-05-01,Other,30–39,0
Alberta,2021-05-01,Other,40–49,0
Alberta,2021-05-01,Other,50–59,1
Alberta,2021-05-01,Other,60–69,0
Alberta,2021-05-01,Other,70–79,0
Alberta,2021-05-01,Other,80+,0
British Columbia,2021-05-01,f,18–29,74643
British Columbia,2021-05-01,f,30–39,90885
British Columbia,2021-05-01,f,40–49,115171
British Columbia,2021-05-01,f,50–59,148405
British Columbia,2021-05-01,f,60–69,235663
British Columbia,2021-05-01,f,70–79,197971
British Columbia,2021-05-01,f,80+,121556
British Columbia,2021-05-01,m,18–29,44896
British Columbia,2021-05-01,m,30–39,60651
British Columbia,2021-05-01,m,40–49,86474
British Columbia,2021-05-01,m,50–59,123047
British Columbia,2021-05-01,m,60–69,208155
British Columbia,2021-05-01,m,70–79,180513
British Columbia,2021-05-01,m,80+,91274
British Columbia,2021-05-01,Other,18–29,0
British Columbia,2021-05-01,Other,30–39,0
British Columbia,2021-05-01,Other,40–49,0
British Columbia,2021-05-01,Other,50–59,0
British Columbia,2021-05-01,Other,60–69,0
British Columbia,2021-05-01,Other,70–79,0
British Columbia,2021-05-01,Other,80+,0
Yukon,2021-05-01,f,18–29,1936
Yukon,2021-05-01,f,30–39,2648
Yukon,2021-05-01,f,40–49,2324
Yukon,2021-05-01,f,50–59,2287
Yukon,2021-05-01,f,60–69,2242
Yukon,2021-05-01,f,70–79,1099
Yukon,2021-05-01,f,80+,404
Yukon,2021-05-01,m,18–29,1809
Yukon,2021-05-01,m,30–39,2400
Yukon,2021-05-01,m,40–49,2012
Yukon,2021-05-01,m,50–59,2138
Yukon,2021-05-01,m,60–69,2278
Yukon,2021-05-01,m,70–79,1244
Yukon,2021-05-01,m,80+,371
Yukon,2021-05-01,Other,18–29,0
Yukon,2021-05-01,Other,30–39,0
Yukon,2021-05-01,Other,40–49,0
Yukon,2021-05-01,Other,50–59,0
Yukon,2021-05-01,Other,60–69,0
Yukon,2021-05-01,Other,70–79,0
Yukon,2021-05-01,Other,80+,0
Northwest Territories,2021-05-01,f,18–29,2172
Northwest Territories,2021-05-01,f,30–39,2608
Northwest Territories,2021-05-01,f,40–49,2388
Northwest Territories,2021-05-01,f,50–59,2401
Northwest Territories,2021-05-01,f,60–69,1772
Northwest Territories,2021-05-01,f,70–79,747
Northwest Territories,2021-05-01,f,80+,275
Northwest Territories,2021-05-01,m,18–29,2324
Northwest Territories,2021-05-01,m,30–39,2845
Northwest Territories,2021-05-01,m,40–49,2596
Northwest Territories,2021-05-01,m,50–59,3004
Northwest Territories,2021-05-01,m,60–69,2098
Northwest Territories,2021-05-01,m,70–79,851
Northwest Territories,2021-05-01,m,80+,246
Northwest Territories,2021-05-01,Other,18–29,0
Northwest Territories,2021-05-01,Other,30–39,0
Northwest Territories,2021-05-01,Other,40–49,0
Northwest Territories,2021-05-01,Other,50–59,0
Northwest Territories,2021-05-01,Other,60–69,0
Northwest Territories,2021-05-01,Other,70–79,0
Northwest Territories,2021-05-01,Other,80+,0
Nunavut,2021-05-01,f,70–79,291
